Date,High,Low,Open,Volume,Adj Close
2021-01-04,133.6116,126.76,133.52,143301887.0,129.41
2021-01-05,131.74,128.43,128.89,97664898.0,131.01
2021-01-06,131.0499,126.382,127.72,155087970.0,126.6
2021-01-07,131.63,127.86,128.36,109578157.0,130.92
2021-01-08,132.63,130.23,132.43,105158245.0,132.05
2021-01-11,130.17,128.5,129.19,100620880.0,128.98
2021-01-12,129.69,126.86,128.5,91951145.0,128.8
2021-01-13,131.45,128.49,128.76,88636831.0,130.89
2021-01-14,131.0,128.76,130.8,90221755.0,128.91
2021-01-15,130.2242,127.0,128.78,111598531.0,127.14
2021-01-19,128.71,126.938,127.78,90757329.0,127.83
2021-01-20,132.49,128.55,128.66,104319489.0,132.03
2021-01-21,139.67,133.59,133.8,120529544.0,136.87
2021-01-22,139.85,135.02,136.28,114459360.0,139.07
2021-01-25,145.09,136.54,143.07,157611713.0,142.92
2021-01-26,144.3,141.37,143.6,98390555.0,143.16
2021-01-27,144.3,140.41,143.43,140843759.0,142.06
2021-01-28,141.99,136.7,139.52,142621128.0,137.09
2021-01-29,136.74,130.21,135.83,177523812.0,131.96
2021-02-01,135.38,130.93,133.75,106239823.0,134.14
2021-02-02,136.31,134.61,135.73,83305367.0,134.99
2021-02-03,135.77,133.61,135.76,89880937.0,133.94
2021-02-04,137.4,134.59,136.3,84183061.0,137.39
2021-02-05,137.42,135.86,137.35,75693830.0,136.76
2021-02-08,136.96,134.92,136.03,71297214.0,136.91
2021-02-09,137.877,135.85,136.62,76774213.0,136.01
2021-02-10,136.99,134.4,136.48,73046563.0,135.39
2021-02-11,136.39,133.77,135.9,64280029.0,135.13
2021-02-12,135.53,133.6921,134.35,60145130.0,135.37
2021-02-16,136.01,132.79,135.49,80576316.0,133.19
2021-02-17,132.22,129.47,131.25,98085249.0,130.84
2021-02-18,129.995,127.41,129.2,96856748.0,129.71
2021-02-19,130.71,128.8,130.24,87668834.0,129.87
2021-02-22,129.72,125.6,128.01,103916419.0,126.0
2021-02-23,126.71,118.39,123.76,158273022.0,125.86
2021-02-24,125.56,122.23,124.94,111039904.0,125.35
2021-02-25,126.4585,120.54,124.68,148199540.0,120.99
2021-02-26,124.85,121.2,122.59,164560394.0,121.26
2021-03-01,127.93,122.79,123.75,116307892.0,127.79
2021-03-02,128.72,125.01,128.41,102260945.0,125.12
2021-03-03,125.71,121.84,124.81,112966340.0,122.06
2021-03-04,123.6,118.62,121.75,178154975.0,120.13
2021-03-05,121.935,117.57,120.98,153766601.0,121.42
2021-03-08,121.0,116.21,120.93,154376610.0,116.36
2021-03-09,122.06,118.79,119.03,129525780.0,121.085
2021-03-10,122.17,119.45,121.69,111943326.0,119.98
2021-03-11,123.21,121.26,122.54,103026514.0,121.96
2021-03-12,121.17,119.16,120.4,88105050.0,121.03
2021-03-15,124.0,120.42,121.41,92590555.0,123.99
2021-03-16,127.22,124.715,125.7,115227936.0,125.57
2021-03-17,125.8599,122.336,124.05,111932636.0,124.76
2021-03-18,123.18,120.32,122.88,121469755.0,120.53
2021-03-19,121.43,119.675,119.9,185549522.0,119.99
2021-03-22,123.87,120.26,120.33,111912284.0,123.39
2021-03-23,124.24,122.14,123.33,95467142.0,122.54
2021-03-24,122.9,120.065,122.82,88530485.0,120.09
2021-03-25,121.66,119.0,119.54,98844681.0,120.59
2021-03-26,121.48,118.92,120.35,94071234.0,121.21
2021-03-29,122.58,120.7299,121.65,80819203.0,121.39
2021-03-30,120.4031,118.86,120.11,85671919.0,119.9
2021-03-31,123.52,121.15,121.65,118323826.0,122.15
2021-04-01,124.18,122.49,123.66,75089134.0,123.0
2021-04-05,126.1601,123.07,123.87,88651175.0,125.9
2021-04-06,127.13,125.65,126.5,80171253.0,126.21
2021-04-07,127.92,125.14,125.83,83466716.0,127.9
2021-04-08,130.39,128.52,128.95,88844591.0,130.36
2021-04-09,133.04,129.47,129.8,106686703.0,132.995
2021-04-12,132.85,130.63,132.52,91419983.0,131.24
2021-04-13,134.66,131.93,132.44,91266545.0,134.43
2021-04-14,135.0,131.655,134.94,87222782.0,132.03
2021-04-15,135.0,133.64,133.82,89347102.0,134.5
2021-04-16,134.67,133.28,134.3,84922386.0,134.16
2021-04-19,135.47,133.34,133.51,94264215.0,134.84
2021-04-20,135.53,131.81,135.02,94812349.0,133.11
2021-04-21,133.75,131.3001,132.36,68847136.0,133.5
2021-04-22,134.15,131.41,133.04,84566456.0,131.94
2021-04-23,135.12,132.16,132.16,78756779.0,134.32
2021-04-26,135.06,133.56,134.83,66905069.0,134.72
2021-04-27,135.41,134.11,135.01,66015804.0,134.39
2021-04-28,135.02,133.08,134.31,107760097.0,133.58
2021-04-29,137.07,132.45,136.47,151100953.0,133.48
2021-04-30,133.56,131.065,131.78,109839466.0,131.46
2021-05-03,134.07,131.83,132.04,75135100.0,132.54
2021-05-04,131.4899,126.7,131.19,137564718.0,127.85
2021-05-05,130.45,127.97,129.2,84000900.0,128.1
2021-05-06,129.75,127.13,127.89,78128334.0,129.74
2021-05-07,131.2582,129.475,130.85,78973273.0,130.21
2021-05-10,129.54,126.81,129.41,88071229.0,126.85
2021-05-11,126.27,122.77,123.5,126142826.0,125.91
2021-05-12,124.64,122.25,123.4,112172282.0,122.77
2021-05-13,126.15,124.26,124.58,105861339.0,124.97
2021-05-14,127.89,125.85,126.25,81917951.0,127.45
2021-05-17,126.93,125.17,126.82,74244624.0,126.27
2021-05-18,126.99,124.78,126.56,63342929.0,124.85
2021-05-19,124.915,122.86,123.16,92611989.0,124.69
2021-05-20,127.72,125.1,125.23,76857123.0,127.31
2021-05-21,128.0,125.21,127.82,79295436.0,125.43
2021-05-24,127.94,125.94,126.01,63092945.0,127.1
2021-05-25,128.32,126.32,127.82,72009482.0,126.9
2021-05-26,127.39,126.42,126.955,56575920.0,126.85
2021-05-27,127.64,125.08,126.44,94625601.0,125.28
2021-05-28,125.8,124.55,125.57,71311109.0,124.61
2021-06-01,125.35,123.94,125.08,67637118.0,124.28
2021-06-02,125.24,124.05,124.28,59278862.0,125.06
2021-06-03,124.85,123.13,124.68,76229170.0,123.54
2021-06-04,126.16,123.85,124.07,75169343.0,125.89
2021-06-07,126.32,124.8321,126.17,71057550.0,125.9
2021-06-08,128.46,126.2101,126.6,74403774.0,126.74
2021-06-09,127.75,126.52,127.21,56877937.0,127.13
2021-06-10,128.19,125.94,127.02,71186421.0,126.11
2021-06-11,127.44,126.1,126.53,53522373.0,127.35
2021-06-14,130.54,127.07,127.82,96906490.0,130.48
2021-06-15,130.6,129.39,129.94,62746332.0,129.64
2021-06-16,130.89,128.461,130.37,91815026.0,130.15
2021-06-17,132.55,129.65,129.8,96721669.0,131.79
2021-06-18,131.51,130.24,130.71,108953309.0,130.46
2021-06-21,132.41,129.21,130.3,79663316.0,132.3
2021-06-22,134.08,131.62,132.13,74783618.0,133.98
2021-06-23,134.32,133.23,133.77,60214200.0,133.7
2021-06-24,134.64,132.93,134.45,68710998.0,133.41
2021-06-25,133.89,132.81,133.46,70783746.0,133.11
2021-06-28,135.245,133.35,133.41,62111303.0,134.78
2021-06-29,136.49,134.35,134.8,64556081.0,136.33
2021-06-30,137.41,135.87,136.17,63261393.0,136.96
2021-07-01,137.33,135.76,136.6,52485781.0,137.27
2021-07-02,140.0,137.745,137.9,78945572.0,139.96
2021-07-06,143.15,140.07,140.07,108181793.0,142.02
2021-07-07,144.89,142.66,143.535,104911589.0,144.57
2021-07-08,144.06,140.665,141.58,105575458.0,143.24
2021-07-09,145.65,142.6522,142.75,99890800.0,145.11
2021-07-12,146.32,144.0,146.21,76299719.0,144.5
2021-07-13,147.46,143.63,144.03,100827099.0,145.64
2021-07-14,149.57,147.68,148.1,127050785.0,149.15
2021-07-15,150.0,147.09,149.24,106820297.0,148.48
2021-07-16,149.76,145.88,148.46,93251426.0,146.39
2021-07-19,144.07,141.67,143.75,121434571.0,142.45
2021-07-20,147.0997,142.96,143.46,96350036.0,146.15
2021-07-21,146.13,144.63,145.53,74993460.0,145.4
2021-07-22,148.195,145.81,145.935,77338156.0,146.8
2021-07-23,148.7177,146.92,147.55,71447416.0,148.56
2021-07-26,149.83,147.7,148.27,72434089.0,148.99
2021-07-27,149.21,145.55,149.12,104818578.0,146.77
2021-07-28,146.97,142.54,144.81,118931191.0,144.98
2021-07-29,146.55,144.58,144.685,56699475.0,145.64
2021-07-30,146.33,144.11,144.38,70440626.0,145.86
2021-08-02,146.95,145.25,146.36,62879961.0,145.52
2021-08-03,148.045,145.18,145.81,64786618.0,147.36
2021-08-04,147.79,146.28,147.27,56368271.0,146.95
2021-08-05,147.84,146.17,146.98,46397674.0,147.06
2021-08-06,147.11,145.63,146.35,54126813.0,146.14
2021-08-09,146.7,145.52,146.2,48908689.0,146.09
2021-08-10,147.71,145.3,146.44,69023081.0,145.6
2021-08-11,146.72,145.53,146.05,48493463.0,145.86
2021-08-12,149.05,145.84,146.19,73779113.0,148.89
2021-08-13,149.4444,148.27,148.97,59375009.0,149.1
2021-08-16,151.19,146.47,148.535,103558782.0,151.12
2021-08-17,151.68,149.09,150.23,92229735.0,150.19
2021-08-18,150.72,146.15,149.8,86325990.0,146.36
2021-08-19,148.0,144.5,145.03,86960310.0,146.7
2021-08-20,148.5,146.78,147.44,60549630.0,148.19
2021-08-23,150.19,147.89,148.31,60131810.0,149.71
2021-08-24,150.86,149.15,149.45,48606428.0,149.62
2021-08-25,150.32,147.8,149.81,58991297.0,148.36
2021-08-26,149.12,147.51,148.35,48597195.0,147.54
2021-08-27,148.75,146.83,147.48,55802388.0,148.6
2021-08-30,153.49,148.61,149.0,90956723.0,153.12
2021-08-31,152.8,151.29,152.66,86453117.0,151.83
2021-09-01,154.98,152.34,152.83,80313711.0,152.51
2021-09-02,154.72,152.4,153.87,71171317.0,153.65
2021-09-03,154.63,153.09,153.76,57866066.0,154.3
2021-09-07,157.26,154.39,154.97,82278261.0,156.69
2021-09-08,157.04,153.975,156.98,74420207.0,155.11
2021-09-09,156.11,153.95,155.49,57305730.0,154.07
2021-09-10,155.48,148.7,155.0,140893235.0,148.97
2021-09-13,151.42,148.75,150.63,102404329.0,149.55
2021-09-14,151.07,146.91,150.35,109296295.0,148.12
2021-09-15,149.44,146.37,148.56,83281315.0,149.03
2021-09-16,148.97,147.221,148.44,68034149.0,148.79
2021-09-17,148.82,145.76,148.82,129868824.0,146.06
2021-09-20,144.84,141.27,143.8,123478863.0,142.94
2021-09-21,144.6,142.78,143.93,75833962.0,143.43
2021-09-22,146.43,143.7001,144.45,76404341.0,145.85
2021-09-23,147.08,145.64,146.65,64838170.0,146.83
2021-09-24,147.4701,145.56,145.66,53477869.0,146.92
2021-09-27,145.96,143.82,145.47,74150729.0,145.37
2021-09-28,144.75,141.69,143.25,108972340.0,141.91
2021-09-29,144.45,142.03,142.47,74602044.0,142.83
2021-09-30,144.378,141.28,143.66,89056664.0,141.5
2021-10-01,142.92,139.1101,141.9,94639581.0,142.65
2021-10-04,142.21,138.27,141.76,98322008.0,139.14
2021-10-05,142.24,139.36,139.49,80861062.0,141.11
2021-10-06,142.15,138.37,139.47,83221119.0,142.0
2021-10-07,144.215,142.72,143.06,61732656.0,143.29
2021-10-08,144.1781,142.56,144.03,58773155.0,142.9
2021-10-11,144.81,141.81,142.27,64452219.0,142.81
2021-10-12,143.25,141.0401,143.23,73035859.0,141.51
2021-10-13,141.4,139.2,141.235,78762721.0,140.91
2021-10-14,143.88,141.51,142.11,69907100.0,143.76
2021-10-15,144.895,143.51,143.77,67940334.0,144.84
2021-10-18,146.84,143.16,143.445,85589175.0,146.55
2021-10-19,149.17,146.55,147.01,76378894.0,148.76
2021-10-20,149.7539,148.12,148.7,58418788.0,149.26
2021-10-21,149.64,147.87,148.81,61420990.0,149.48
2021-10-22,150.18,148.64,149.69,58883443.0,148.69
2021-10-25,149.37,147.6211,148.68,50720556.0,148.64
2021-10-26,150.84,149.0101,149.33,60893395.0,149.32
2021-10-27,149.73,148.49,149.36,56094929.0,148.85
2021-10-28,153.165,149.72,149.82,100077888.0,152.57
2021-10-29,149.94,146.4128,147.215,124953168.0,149.8
2021-11-01,149.7,147.8,148.985,74588258.0,148.96
2021-11-02,151.57,148.65,148.66,69121987.0,150.02
2021-11-03,151.97,149.82,150.39,54511534.0,151.49
2021-11-04,152.43,150.64,151.58,60394616.0,150.96
2021-11-05,152.2,150.06,151.89,65463883.0,151.28
2021-11-08,151.57,150.16,151.41,55020868.0,150.44
2021-11-09,151.428,150.0601,150.2,56787930.0,150.81
2021-11-10,150.13,147.85,150.02,65187092.0,147.92
2021-11-11,149.43,147.681,148.96,40999950.0,147.87
2021-11-12,150.4,147.48,148.43,63804008.0,149.99
2021-11-15,151.88,149.43,150.37,59222803.0,150.0
2021-11-16,151.488,149.34,149.94,59256210.0,151.0
2021-11-17,155.0,150.99,150.995,88807000.0,153.49
2021-11-18,158.67,153.05,153.71,137827673.0,157.87
