Date,High,Low,Open,Volume,Adj Close
2021-01-04,88.124495,85.357,88.0,37323900.0,86.3065
2021-01-05,87.3415,85.845,86.2545,20359240.0,87.0025
2021-01-06,87.19825,84.80507,85.01275,46588020.0,86.144
2021-01-07,88.891,86.338,86.338,41936580.0,88.717
2021-01-08,89.96775,88.061,88.858,35484520.0,89.8915
2021-01-11,89.219,87.607,88.851,34812360.0,87.8145
2021-01-12,88.395,85.81875,87.268,29534300.0,86.8715
2021-01-13,87.8195,86.366,86.366,23431800.0,87.3625
2021-01-14,88.377495,86.3035,87.4435,29212340.0,86.546
2021-01-15,87.381,85.5855,86.451,31444280.0,86.381
2021-01-19,90.192,86.6415,87.15,41659020.0,89.2235
2021-01-20,94.98617,90.9755,91.3185,64151400.0,94.0035
2021-01-21,96.604,93.9705,94.6825,58659460.0,94.2075
2021-01-22,95.2195,93.82475,94.573,32743900.0,94.628
2021-01-25,96.091,92.958,95.637,50586920.0,94.714
2021-01-26,95.7875,93.8065,94.2995,31461560.0,95.3975
2021-01-27,94.0235,89.864,93.7455,82512620.0,90.947
2021-01-28,94.3995,91.55,91.55,55278100.0,92.66
2021-01-29,92.37675,90.078005,91.701,44530180.0,91.368
2021-02-01,95.777,92.22925,92.22925,40252060.0,94.6535
2021-02-02,97.4685,95.3185,95.6565,66332400.0,95.956
2021-02-03,105.33117,100.6775,103.2805,97881640.0,102.944
2021-02-04,103.465,101.755,103.03078,48595600.0,102.6815
2021-02-05,104.797,102.5,102.978,29865120.0,104.4415
2021-02-08,105.75,103.1675,105.0,28828860.0,104.226
2021-02-09,104.9255,103.5,103.74,21891660.0,103.7695
2021-02-10,104.944,102.612,104.157,25101600.0,104.324
2021-02-11,104.7,103.443,104.55,20480580.0,104.4375
2021-02-12,104.975,103.6785,103.9885,18990500.0,104.7515
2021-02-16,107.257,104.5875,104.5875,31003900.0,105.535
2021-02-17,106.12217,104.4175,104.699,20303540.0,105.931
2021-02-18,106.0995,104.6665,105.25,22570980.0,105.2905
2021-02-19,105.929,104.1715,105.3895,37938780.0,104.4405
2021-02-22,104.0165,102.4,102.68,29466340.0,102.713
2021-02-23,103.625,99.5115,100.6995,34657980.0,103.006
2021-02-24,104.416,101.3765,101.502,22608740.0,104.1905
2021-02-25,104.15,100.3245,102.7965,41548180.0,100.7975
2021-02-26,102.826,100.0505,101.4975,40041280.0,101.0955
2021-03-01,103.8115,101.721,102.4,26061780.0,103.483
2021-03-02,104.737,102.8335,103.242,25563680.0,103.224
2021-03-03,103.7995,99.7,102.5975,33892900.0,100.5705
2021-03-04,103.7295,100.2715,100.74345,49215720.0,101.6965
2021-03-05,105.31,101.388865,103.0575,53099540.0,104.8535
2021-03-08,105.687,100.2595,104.203,36867420.0,100.375
2021-03-09,103.195765,101.78,102.4875,33920620.0,102.018
2021-03-10,103.07,100.9665,103.07,27100080.0,101.8095
2021-03-11,105.5635,102.8225,102.911,27702600.0,105.027
2021-03-12,103.8805,101.621,103.8205,33817980.0,102.5
2021-03-15,102.7495,101.3895,102.24875,26214820.0,102.722
2021-03-16,105.684,102.9645,103.2995,31900300.0,104.1945
2021-03-17,104.95,102.20609,103.4235,26382520.0,104.111
2021-03-18,103.4373,100.959,102.409,31712960.0,101.067
2021-03-19,101.852,100.1465,101.4865,46071920.0,101.348
2021-03-22,102.417,100.7,101.3815,33535420.0,101.5345
2021-03-23,103.2055,101.400005,101.9975,28509120.0,102.0665
2021-03-24,103.38,101.450005,102.588,25217060.0,101.6265
2021-03-25,102.282,99.8045,101.4525,35615740.0,101.623
2021-03-26,101.96925,100.1925,101.5895,27977500.0,101.2365
2021-03-29,102.4605,100.2725,101.108,26492620.0,102.2895
2021-03-30,103.1335,101.8075,102.649,27317120.0,102.3235
2021-03-31,104.313,102.35,102.72,42569640.0,103.126
