title,docid,updated,publisheddate,relevancescore,resultnumber,jurisdiction,date,source,author,contenttype,status,contentcomponentid,vendorreportid,length,byline,wordcount,language,actualresultscount
DELAWARE 'S TRIPLE-A BOND RATINGS REAFFIRMED,urn:contentItem:603J-WFP1-DYTH-G15W-00000-00,2020-06-09,"June 9, 2020 Tuesday",189,9,U.S. Federal; Delaware,2020-06-09,States News Service,States News Service,News,Available,8058,SNS2020,490 words,States News Service,490,English,44579
UD HELPING DELAWARE FAMILIES,urn:contentItem:6041-YMB1-F12F-F4VN-00000-00,2020-06-10,"June 10, 2020 Wednesday",189,10,U.S. Federal; Delaware,2020-06-10,US Fed News,,News,Available,282801,USFDNW2020,749 words,,749,English,44579
"DELAWARE HERITAGE COMMISSION, DELAWARE HISTORICAL SOCIETY WILL CREATE AN EDUCATIONAL PROGRAM FOR DELAWAREANS ON RACE AND SLAVERY",urn:contentItem:605C-4191-DYTH-G2JM-00000-00,2020-06-18,"June 18, 2020 Thursday",195,1,U.S. Federal; Delaware,2020-06-18,States News Service,States News Service,News,Available,8058,SNS2020,416 words,States News Service,416,English,48014
DELAWARE GRADUATION RATES AT HIGHEST LEVEL IN A DECADE,urn:contentItem:605K-R231-F12F-F4K5-00000-00,2020-06-17,"June 17, 2020 Wednesday",195,2,U.S. Federal; Delaware,2020-06-17,US Fed News,,News,Available,282801,USFDNW2020,352 words,,352,English,48014
U.S. Patents Awarded to Inventors in Delaware (June 18),urn:contentItem:605C-8191-JC11-132P-00000-00,2020-06-18,"June 18, 2020 Thursday",194,3,U.S. Federal; Delaware; Iowa; Virginia,2020-06-18,Targeted News Service,Targeted News Service Targeted News Service,News,Available,299219,TARGET2020,214 words,Targeted News Service Targeted News Service,214,English,48014
DELAWARE LAW ENFORCEMENT MEMORIAL VANDALIZED PHOTOS INCLUDED,urn:contentItem:6048-RNX1-JDKC-R252-00000-00,2020-06-12,"June 12, 2020 Friday",193,4,U.S. Federal; Delaware,2020-06-12,US Fed News,,News,Available,282801,USFDNW2020,272 words,,272,English,48014
GOVERNOR CARNEY CLOSES STATE OF DELAWARE OFFICES IN HONOR OF JUNETEENTH,urn:contentItem:605K-2XW1-JCBF-S027-00000-00,2020-06-18,"June 18, 2020 Thursday",193,5,U.S. Federal; Delaware,2020-06-18,States News Service,States News Service,News,Available,8058,SNS2020,437 words,States News Service,437,English,48014
SUSPECT ARRESTED IN DELAWARE LAW ENFORCEMENT MEMORIAL VANDALISM,urn:contentItem:6048-RNX1-JDKC-R253-00000-00,2020-06-13,"June 13, 2020 Saturday",192,6,U.S. Federal; Delaware,2020-06-13,US Fed News,,News,Available,282801,USFDNW2020,502 words,,502,English,48014
Gov. Carney: Delaware Graduation Rates at Highest Level in a Decade,urn:contentItem:605B-3XY1-JC11-14V7-00000-00,2020-06-18,"June 18, 2020 Thursday",191,7,U.S. Federal; Delaware,2020-06-18,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2020,503 words,Targeted News Service,503,English,48014
DELAWARE ANNOUNCES 24TH CONSECUTIVE ROUND OF EASEMENT SELECTIONS FOR AGLANDS PROGRAM,urn:contentItem:605G-MH11-JCBF-S1PH-00000-00,2020-06-18,"June 18, 2020 Thursday",190,8,U.S. Federal; Delaware; New Jersey,2020-06-18,States News Service,States News Service,News,Available,8058,SNS2020,979 words,States News Service,979,English,48014
DELAWARE AGLANDS PROGRAM RANKS SECOND IN THE UNITED STATES FOR PRESERVING FARMLAND,urn:contentItem:605K-2XW1-JCBF-S08T-00000-00,2020-06-18,"June 18, 2020 Thursday",190,9,U.S. Federal; Delaware; New Jersey,2020-06-18,States News Service,States News Service,News,Available,8058,SNS2020,988 words,States News Service,988,English,48014
Delaware Issues Guidance for Employers as State Enters Phase 2 of Reopening Plan,urn:contentItem:6058-PJP1-JCMN-Y37P-00000-00,2020-06-17,"June 17, 2020 Wednesday",189,10,U.S. Federal; Delaware,2020-06-17,National Law Review,"Ogletree, Deakins, Nash, Smoak & Stewart, P.C.",News,Available,484269,NTLR-120709,1338 words,"Ogletree, Deakins, Nash, Smoak & Stewart, P.C.",1338,English,48014
Delaware Gov. Carney Announces Additional Interim Steps for Phase 2,urn:contentItem:605S-6T81-JC11-1212-00000-00,2020-06-20,"June 20, 2020 Saturday",194,1,U.S. Federal; Delaware,2020-06-20,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2020,406 words,Targeted News Service,406,English,43887
"Carper, Coons, Blunt Rochester Urge General Assembly to Take Up Meaningful Law Enforcement Reforms Before Adjourning Congressional delegation pledges to continue working with Delaware legislators to enact policies that will save lives Sen. Thomas R. Carper (D- DE ) News Release",urn:contentItem:6072-BSB1-DYVR-P1CH-00000-00,2020-06-25,"June 25, 2020",191,2,U.S. Federal; Delaware; Dist. of Columbia,2020-06-25,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",,News,Available,468349,CO2020,376 words,,376,English,43887
"Carper, Coons, Blunt Rochester Urge General Assembly to Take Up Meaningful Law Enforcement Reforms Before Adjourning Congressional delegation pledges to continue working with Delaware legislators to enact policies that will save lives Rep. Lisa Blunt Rochester (D- DE ) News Release",urn:contentItem:6072-BSB1-DYVR-P157-00000-00,2020-06-25,"June 25, 2020",191,3,U.S. Federal; Delaware; Dist. of Columbia,2020-06-25,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",,News,Available,468349,CO2020,371 words,,371,English,43887
"Carper, Coons, Blunt Rochester urge General Assembly to take up meaningful law enforcement reforms before adjourning Congressional delegation pledges to continue working with Delaware legislators to enact policies that will save lives Sen. Christopher A. Coons (D- DE ) News Release",urn:contentItem:6072-BSB1-DYVR-P1CR-00000-00,2020-06-25,"June 25, 2020",191,4,U.S. Federal; Delaware,2020-06-25,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",,News,Available,468349,CO2020,386 words,,386,English,43887
"Delaware, Make Your Voice Heard: Local Business Leader Chris L. Kenny Launches Delaware Pigeon Hotline",urn:contentItem:605J-HKF1-JB72-126P-00000-00,2020-06-19,"June 19, 2020 Friday",190,5,U.S. Federal; Delaware,2020-06-19,PR Newswire,,News,Available,8054,PRNEWS2020,450 words,,450,English,43887
Delaware Grows Partnership with Appriss Health to Integrate Prescription Monitoring Program Into its Electronic Health Record System via PMP Gateway Solution PMP Gateway Empowers Direct Access for All State-wide Prescribers and Dispensers to Delaware 's PMP Information in their Daily Workflow,urn:contentItem:606M-97F1-DY2R-42YH-00000-00,2020-06-24,"June 24, 2020 Wednesday",190,6,U.S. Federal; Delaware; Kentucky,2020-06-24,GlobeNewswire,,News,Available,222091,PRIZNE2020,915 words,,915,English,43887
RiverNorth Capital Management LLC Has $3.91 Million Stock Holdings in DE ENHANCED GLB/ COM ( NYSE :DEX),urn:contentItem:6064-DDK1-JB40-X1WX-00000-00,2020-06-21,"June 21, 2020 Sunday",190,7,U.S. Federal; Delaware,2020-06-21,American Banking and Market News,,News,Available,439934,AMBNWS2020,420 words,,420,English,43887
Citizens for a Pro-Business Delaware Slams Former Delaware Supreme Court Chief Justice Strine for Hypocrisy,urn:contentItem:606V-4DW1-JBG1-83MF-00000-00,2020-06-25,"June 25, 2020 Thursday",190,8,U.S. Federal; Delaware,2020-06-25,Business Wire,,News,Available,7924,BWIRE2020,426 words,,426,English,43887
Gov. Carney: Delaware Aglands Program Ranks Second in the United States for Preserving Farmland,urn:contentItem:605J-7TR1-JC11-120F-00000-00,2020-06-19,"June 19, 2020 Friday",189,9,U.S. Federal; Delaware; New Jersey,2020-06-19,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2020,989 words,Targeted News Service,989,English,43887
Delaware Deputy A.G. Cole Issues Opinion on FOIA Complaint Concerning the University of Delaware,urn:contentItem:608Y-M9F1-DYG2-R24B-00000-00,2020-06-25,"June 25, 2020 Thursday",189,10,U.S. Federal; Delaware,2020-06-25,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2020,1178 words,Targeted News Service,1178,English,43887
"Delaware Gov. Carney, A.G. Jennings, Delaware State Housing Authority, Delaware Judiciary Announce Joint Effort on Foreclosure & Eviction Prevention",urn:contentItem:6089-PKS1-DYG2-R1G1-00000-00,2020-07-02,"July 2, 2020 Thursday",197,1,U.S. Federal; Delaware,2020-07-02,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2020,1467 words,Targeted News Service,1467,English,43782
"Delaware Delegation demands answers regarding possible targeting of US service members, including Delaware native, in Afghanistan Sen. Christopher A. Coons (D- DE ) News Release",urn:contentItem:6089-VND1-JCCP-0557-00000-00,2020-07-01,"July 1, 2020",195,2,U.S. Federal; Delaware; International; New York,2020-07-01,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",,News,Available,468349,CO2020,479 words,,479,English,43782
"Delaware Delegation Demands Answers Regarding Possible Targeting of U.S. Service Members, Including Delaware Native, in Afghanistan Sen. Thomas R. Carper (D- DE ) News Release",urn:contentItem:6089-VND1-JCCP-0555-00000-00,2020-07-01,"July 1, 2020",194,3,U.S. Federal; Delaware; Dist. of Columbia; International; New York,2020-07-01,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",,News,Available,468349,CO2020,467 words,,467,English,43782
"Delaware Delegation Demands Answers Regarding Possible Targeting of U.S. Service Members, Including Delaware Native, in Afghanistan Rep. Lisa Blunt Rochester (D- DE ) News Release",urn:contentItem:6089-VND1-JCCP-050R-00000-00,2020-07-01,"July 1, 2020",194,4,U.S. Federal; Delaware; Dist. of Columbia; International; New York,2020-07-01,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",,News,Available,468349,CO2020,462 words,,462,English,43782
Delaware Gov. Carney Issues Modification to State of Emergency,urn:contentItem:6083-X191-DYG2-R416-00000-00,2020-07-01,"July 1, 2020 Wednesday",194,5,U.S. Federal; Delaware,2020-07-01,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2020,491 words,Targeted News Service,491,English,43782
Delaware Gov. Carney Announces Delay in Phase 3 of Economic Reopening,urn:contentItem:6071-WFX1-JC11-10X0-00000-00,2020-06-26,"June 26, 2020 Friday",194,6,U.S. Federal; Delaware,2020-06-26,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2020,399 words,Targeted News Service,399,English,43782
"Rittenhouse Realty Advisors Sells 135 Units in Wilmington, Delaware",urn:contentItem:607X-3471-JBKN-D47V-00000-00,2020-06-30,"June 30, 2020 Tuesday",193,7,U.S. Federal; Delaware; International; New York; Pennsylvania,2020-06-30,GlobeNewswire,,News,Available,222091,PRIZNE2020,412 words,,412,English,43782
Delaware Gov. Carney Signs Executive Order on Law Enforcement Policy,urn:contentItem:6072-2CH1-JC11-123F-00000-00,2020-06-26,"June 26, 2020 Friday",193,8,U.S. Federal; Delaware,2020-06-26,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2020,968 words,Targeted News Service,968,English,43782
"GOV. CARNEY, AG JENNINGS, DSHA, DELAWARE JUDICIARY ANNOUNCE JOINT EFFORT ON FORECLOSURE AND EVICTION PREVENTION",urn:contentItem:6088-7VT1-JCBF-S3H2-00000-00,2020-07-01,"July 1, 2020 Wednesday",192,9,U.S. Federal; Delaware,2020-07-01,States News Service,States News Service,News,Available,8058,SNS2020,1454 words,States News Service,1454,English,43782
Delaware removes whipping post outside courthouse,urn:contentItem:6085-KXX1-JBSS-S2SJ-00000-00,2020-07-01,"July 1, 2020 Wednesday",190,10,U.S. Federal; Delaware,2020-07-01,CNN Wire,,News,Available,385157,CNNWRE2020,313 words,,313,English,43782
DELAWARE COASTAL CLEANUP - WITH PRECAUTIONS - SET FOR SEPT. 12 TO HELP KEEP DE LITTER FREE,urn:contentItem:609M-6421-F12F-F2XV-00000-00,2020-07-06,"July 6, 2020 Monday",199,1,U.S. Federal; Delaware,2020-07-06,US Fed News,,News,Available,282801,USFDNW2020,345 words,,345,English,42311
DELAWARE COASTAL CLEANUP WITH PRECAUTIONS SET FOR SEPT. 12 TO HELP KEEP DE LITTER FREE,urn:contentItem:609B-3BR1-JCBF-S2YG-00000-00,2020-07-06,"July 6, 2020 Monday",197,2,U.S. Federal; Delaware,2020-07-06,States News Service,States News Service,News,Available,8058,SNS2020,705 words,States News Service,705,English,42311
DELAWARE SOLAR INSTALLATION GRANT INCENTIVE INCREASED,urn:contentItem:609M-6421-F12F-F2Y2-00000-00,2020-07-07,"July 7, 2020 Tuesday",194,3,U.S. Federal; Delaware,2020-07-07,US Fed News,,News,Available,282801,USFDNW2020,272 words,,272,English,42311
DELAWARE SOLAR INSTALLATION GRANT INCENTIVE INCREASED,urn:contentItem:609D-J991-JCBF-S47C-00000-00,2020-07-07,"July 7, 2020 Tuesday",194,4,U.S. Federal; Delaware,2020-07-07,States News Service,States News Service,News,Available,8058,SNS2020,341 words,States News Service,341,English,42311
Delaware Gov. Carney Issues Statement on Extending State of Emergency,urn:contentItem:609C-R541-DYG2-R34B-00000-00,2020-07-07,"July 7, 2020 Tuesday",194,5,U.S. Federal; Delaware,2020-07-07,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2020,322 words,Targeted News Service,322,English,42311
SUSPECT ARRESTED FOR BURGLARY AT ISLAMIC SOCIETY OF CENTRAL DELAWARE,urn:contentItem:60B8-KCN1-JDKC-R1RN-00000-00,2020-07-08,"July 8, 2020 Wednesday",192,6,U.S. Federal; Delaware,2020-07-08,US Fed News,,News,Available,282801,USFDNW2020,210 words,,210,English,42311
"Carper, Coons, Blunt Rochester applaud federal grants to help meet Delaware 's workforce needs, reintegrate homeless veterans Three Department of Labor grants will expand registered apprenticeship programs, aid homeless veterans in reentering the Delaware workforce Sen. Christopher A. Coons (D- DE ) News Release",urn:contentItem:609T-MX01-DYVR-P164-00000-00,2020-07-08,"July 8, 2020",192,7,U.S. Federal; Delaware,2020-07-08,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",,News,Available,468349,CO2020,647 words,,647,English,42311
"Carper, Coons, Blunt Rochester applaud federal grants to help meet Delaware 's workforce needs, reintegrate homeless veterans Carper, Coons, Blunt Rochester applaud federal grants to help meet Delaware 's workforce needs, reintegrate homeless veterans Sen. Thomas R. Carper (D- DE ) News Release",urn:contentItem:609T-MX01-DYVR-P179-00000-00,2020-07-08,"July 8, 2020",192,8,U.S. Federal; Delaware,2020-07-08,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",,News,Available,468349,CO2020,636 words,,636,English,42311
DE ENHANCED GLB/ COM ( NYSE :DEX) Declares Dividend Increase - $0.05 Per Share,urn:contentItem:609V-7MH1-DXK2-M2PV-00000-00,2020-07-09,"July 9, 2020 Thursday",191,9,U.S. Federal; Delaware,2020-07-09,American Banking and Market News,,News,Available,439934,AMBNWS2020,213 words,,213,English,42311
Delaware Democratic Party Issues Statement on Delaware 's Presidential Primary Results,urn:contentItem:609T-NKW1-JC11-12VX-00000-00,2020-07-09,"July 9, 2020 Thursday",191,10,U.S. Federal; Delaware,2020-07-09,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2020,217 words,Targeted News Service,217,English,42311
Delaware Delegation secures $1.6 million for Nanticoke Hospital Sen. Christopher A. Coons (D- DE ) News Release,urn:contentItem:60BW-NFM1-DYVR-P209-00000-00,2020-07-13,"July 13, 2020",194,1,U.S. Federal; Delaware,2020-07-13,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",,News,Available,468349,CO2020,702 words,,702,English,40786
Delaware Delegation Secures $1.6 Million for Nanticoke Hospital Sen. Thomas R. Carper (D- DE ) News Release,urn:contentItem:60BW-NFM1-DYVR-P205-00000-00,2020-07-13,"July 13, 2020",194,2,U.S. Federal; Delaware; Dist. of Columbia,2020-07-13,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",,News,Available,468349,CO2020,700 words,,700,English,40786
Delaware Delegation Secures $1.6 Million for Nanticoke Hospital Rep. Lisa Blunt Rochester (D- DE ) News Release,urn:contentItem:60BW-NFM1-DYVR-P1XX-00000-00,2020-07-13,"July 13, 2020",194,3,U.S. Federal; Delaware; Dist. of Columbia,2020-07-13,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",,News,Available,468349,CO2020,696 words,,696,English,40786
Delaware Gov. Carney: State of Delaware Announces Guidance for Reopening of Schools for 2020-21 Academic Year,urn:contentItem:60C9-FTR1-JC11-12BG-00000-00,2020-07-16,"July 16, 2020 Thursday",194,4,U.S. Federal; Delaware,2020-07-16,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2020,1151 words,Targeted News Service,1151,English,40786
STATE OF DELAWARE ANNOUNCES GUIDANCE FOR REOPENING OF SCHOOLS FOR 2020-21 ACADEMIC YEAR,urn:contentItem:60C9-FMD1-F12F-F19B-00000-00,2020-07-15,"July 15, 2020 Wednesday",193,5,U.S. Federal; Delaware,2020-07-15,US Fed News,,News,Available,282801,USFDNW2020,341 words,,341,English,40786
Delaware State Police Communications Receives APCO Agency Training Program Certification,urn:contentItem:60B5-T6R1-JC11-12F5-00000-00,2020-07-10,"July 10, 2020 Friday",192,6,U.S. Federal; Delaware; Virginia,2020-07-10,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2020,203 words,Targeted News Service,203,English,40786
Delaware Gov. Carney: Delaware State Police Lt. Col. Melissa A. Zebley Named Superintendent Of Delaware State Police,urn:contentItem:60B5-T6R1-JC11-127M-00000-00,2020-07-10,"July 10, 2020 Friday",192,7,U.S. Federal; Delaware,2020-07-10,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2020,686 words,Targeted News Service,686,English,40786
"DEF 14A - DELAWARE INVESTMENTS MINNESOTA MUNICIPAL INCOME FUND II, INC (0000895658) (Filer)",urn:contentItem:60C4-MCF1-DXN1-C1XB-00000-00,2020-07-15,"July 15, 2020 Wednesday",191,8,U.S. Federal; Delaware; Pennsylvania,2020-07-15,U.S. Securities and Exchange Commission,,News,Available,484295,ABST-10009208,518 words,,518,English,40786
DE ENHANCED GLB/ COM ( NYSE :DEX) Shares Bought by Royal Bank of Canada,urn:contentItem:60B8-4VW1-DXK2-M2VP-00000-00,2020-07-11,"July 11, 2020 Saturday",190,9,U.S. Federal; Delaware,2020-07-11,American Banking and Market News,,News,Available,439934,AMBNWS2020,441 words,,441,English,40786
DELAWARE FOREST SERVICE AWARDS VOLUNTEER FIRE GRANTS,urn:contentItem:60BW-62R1-F12F-F014-00000-00,2020-07-13,"July 13, 2020 Monday",190,10,U.S. Federal; Delaware,2020-07-13,US Fed News,,News,Available,282801,USFDNW2020,270 words,,270,English,40786
"Trump Fails to Sweep Delaware GOP Primary with Only 88%; Challenger De La Fuente Gets 12%, Indicating Voter Disfavor",urn:contentItem:60CH-KG11-DXY3-01YF-00000-00,2020-07-17,"July 17, 2020 Friday",197,1,U.S. Federal; Delaware; Massachusetts; New Hampshire; South Carolina,2020-07-17,Business Wire,,News,Available,7924,BWIRE2020,337 words,,337,English,41476
"Coons talks Driving for Opportunity Act at federally-designated opportunity zone in Wilmington, Delaware Sen. Chistopher A. Coons (D- DE ) News Release",urn:contentItem:60DK-KJ21-DYVR-P0DB-00000-00,2020-07-21,"July 21, 2020",194,2,U.S. Federal; Delaware; Mississippi,2020-07-21,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",,News,Available,468349,CO2020,222 words,,222,English,41476
GOVERNOR CARNEY ANNOUNCES HALL OF FAME OF DELAWARE WOMEN INDUCTEES FOR 2020 AND 2021,urn:contentItem:60DY-KKT1-DYTH-G07B-00000-00,2020-07-23,"July 23, 2020 Thursday",193,3,U.S. Federal; Delaware,2020-07-23,States News Service,States News Service,News,Available,8058,SNS2020,704 words,States News Service,704,English,41476
"Sens. Carper, Coons secure major wins for Delaware in annual defense bill, 3% pay raise for troops Sen. Christopher A. Coons (D- DE ) News Release",urn:contentItem:60F1-HXN1-JCCP-00BY-00000-00,2020-07-23,"July 23, 2020",191,4,U.S. Federal; Delaware; International,2020-07-23,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",,News,Available,468349,CO2020,716 words,,716,English,41476
"Sens. Carper, Coons secure major wins for Delaware in annual defense bill, 3% pay raise for troops Sen. Thomas R. Carper (D- DE ) News Release",urn:contentItem:60F1-HXN1-JCCP-00BN-00000-00,2020-07-23,"July 23, 2020",191,5,U.S. Federal; Delaware; International,2020-07-23,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",,News,Available,468349,CO2020,709 words,,709,English,41476
"DPH, HEALTHY COMMUNITIES DELAWARE ANNOUNCE FUNDING TO SUPPORT COMMUNITY-LEVEL COVID-19 RESPONSE PROJECTS",urn:contentItem:60F2-2JD1-DYTH-G3WX-00000-00,2020-07-23,"July 23, 2020 Thursday",191,6,U.S. Federal; Delaware,2020-07-23,States News Service,States News Service,News,Available,8058,SNS2020,882 words,States News Service,882,English,41476
UNDERSTANDING MICROPLASTICS IN THE DELAWARE BAY,urn:contentItem:60DK-Y4G1-JDKC-R021-00000-00,2020-07-21,"July 21, 2020 Tuesday",190,7,U.S. Federal; Delaware,2020-07-21,US Fed News,,News,Available,282801,USFDNW2020,707 words,,707,English,41476
Blog: Will the California courts enforce a Delaware exclusive federal forum provision?,urn:contentItem:60DD-J8P1-F03R-N365-00000-00,2020-07-21,"July 21, 2020 Tuesday",189,8,U.S. Federal; California; Delaware,2020-07-21,JD Supra,Cooley LLP,News,Available,484257,JSUP-5263,2385 words,Cooley LLP,2385,English,41476
Black Bear Sports Group Acquires 16th Ice Arena Black Bear adds first facility in Delaware,urn:contentItem:60D5-93C1-JBG1-803G-00000-00,2020-07-20,"July 20, 2020 Monday",189,9,U.S. Federal; Delaware; Maryland,2020-07-20,Business Wire,,News,Available,7924,BWIRE2020,427 words,,427,English,41476
Delaware Supreme Court Affirms Judgment Supporting CITGO Board Of Directors High Court Upholds Legality of Guaidó-Appointed Boards of CITGO Entities,urn:contentItem:60DM-1891-JB72-103N-00000-00,2020-07-22,"July 22, 2020 Wednesday",189,10,U.S. Federal; Dist. of Columbia; Illinois; International; Louisiana; Texas,2020-07-22,PR Newswire,,News,Available,8054,PRNEWS2020,414 words,,414,English,41476
"Delaware Gov. Carney Announces Hall of Fame of Delaware Women Inductees for 2020, 2021",urn:contentItem:60F1-7521-DYG2-R3DS-00000-00,2020-07-24,"July 24, 2020 Friday",197,1,U.S. Federal; Delaware,2020-07-24,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2020,736 words,Targeted News Service,736,English,43478
Citizens for a Pro-Business Delaware Denounces DE Governor's for Inaction Following First COVID-19 Death at Sussex Prison,urn:contentItem:60F7-7DC1-JBG1-806J-00000-00,2020-07-25,"July 25, 2020 Saturday",194,2,U.S. Federal; Delaware,2020-07-25,Business Wire,,News,Available,7924,BWIRE2020,510 words,,510,English,43478
Delaware Gov. Carney Signs 24th Modification to State of Emergency Declaration,urn:contentItem:60FF-17F1-JC11-136B-00000-00,2020-07-25,"July 25, 2020 Saturday",193,3,U.S. Federal; Delaware,2020-07-25,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2020,396 words,Targeted News Service,396,English,43478
"'Harass Biden Campaign' Begins in Wilmington Delaware , July 25-27",urn:contentItem:60F2-H7S1-F05F-51WJ-00000-00,2020-07-24,"July 24, 2020 Friday",190,4,U.S. Federal; Arizona; Colorado; Delaware; Florida; Iowa; Michigan; Minnesota; Nevada; North Carolina; Ohio; Pennsylvania; Virginia; Wisconsin,2020-07-24,Christian Newswire,By Society for Truth and Justice,News,Available,302064,CHRSTN2020,589 words,By Society for Truth and Justice,589,English,43478
Del. U.S. Attorney: Delaware Man Pleads Guilty to Defrauding Federal Government,urn:contentItem:60G9-PHY1-JC11-10VF-00000-00,2020-07-30,"July 30, 2020 Thursday",190,5,U.S. Federal; Delaware,2020-07-30,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2020,978 words,Targeted News Service,978,English,43478
Apollo Investment Corp. ( NASDAQ :AINV) Shares Purchased by Mckinley Capital Management LLC Delaware,urn:contentItem:60G3-P051-DXK2-M38N-00000-00,2020-07-29,"July 29, 2020 Wednesday",189,6,U.S. Federal; Delaware,2020-07-29,American Banking and Market News,,News,Available,439934,AMBNWS2020,818 words,,818,English,43478
Delaware Man Pleads Guilty To Defrauding Federal Government Of Hundreds Of Thousands Of Dollars In Small Business Fraud Case,urn:contentItem:60G4-6TB1-JCCP-0332-00000-00,2020-07-29,"July 29, 2020",189,7,U.S. Federal; Delaware,2020-07-29,Government Publications & Documents,,News,Available,247474,GOVPUB2020,1010 words,,1010,English,43478
"Mckinley Capital Management LLC Delaware Acquires 69,797 Shares of Hercules Capital Inc ( NYSE :HTGC)",urn:contentItem:60G1-D4T1-DXK2-M3H6-00000-00,2020-07-28,"July 28, 2020 Tuesday",189,8,U.S. Federal; Delaware,2020-07-28,American Banking and Market News,,News,Available,439934,AMBNWS2020,815 words,,815,English,43478
Delaware County Man Sentenced to Over 12 Years for Bank Robbery Spree in Montgomery and Delaware Counties,urn:contentItem:60FW-YPS1-DYVR-P2B6-00000-00,2020-07-27,"July 27, 2020",189,9,U.S. Federal; Delaware; Pennsylvania,2020-07-27,Government Publications & Documents,,News,Available,247474,GOVPUB2020,566 words,,566,English,43478
Mckinley Capital Management LLC Delaware Cuts Stock Position in Melco Resorts & Entertainment Limited ( NASDAQ :MLCO),urn:contentItem:60G1-D4T1-DXK2-M3R0-00000-00,2020-07-28,"July 28, 2020 Tuesday",189,10,U.S. Federal; Delaware,2020-07-28,American Banking and Market News,,News,Available,439934,AMBNWS2020,853 words,,853,English,43478
Delaware Gov. Carney Announces Delaware Schools May Open in Hybrid Scenario,urn:contentItem:60HK-21M1-JC11-11YK-00000-00,2020-08-05,"August 5, 2020 Wednesday",198,1,U.S. Federal; Delaware,2020-08-05,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2020,622 words,Targeted News Service,622,English,43411
Delaware Gov. Carney Formally Extends State of Emergency,urn:contentItem:60HS-VKV1-DYG2-R07W-00000-00,2020-08-06,"August 6, 2020 Thursday",195,2,U.S. Federal; Delaware,2020-08-06,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2020,299 words,Targeted News Service,299,English,43411
Sen. Carper's statement on the passing of Delaware 's former National Guard Adjutant General Carol A. Timmons Sen. Thomas R. Carper (D- DE ) News Release,urn:contentItem:60HC-CGS1-JCCP-00MR-00000-00,2020-08-03,"August 3, 2020",194,3,U.S. Federal; Delaware; International,2020-08-03,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",,News,Available,468349,CO2020,227 words,,227,English,43411
GOVERNOR CARNEY ANNOUNCES DELAWARE SCHOOLS MAY OPEN IN HYBRID SCENARIO,urn:contentItem:60HH-81X1-JCBF-S1JW-00000-00,2020-08-04,"August 4, 2020 Tuesday",193,4,U.S. Federal; Delaware,2020-08-04,States News Service,States News Service,News,Available,8058,SNS2020,588 words,States News Service,588,English,43411
GOV. CARNEY ANNOUNCES DELAWARE SCHOOLS MAY OPEN IN HYBRID SCENARIO,urn:contentItem:60HJ-CN51-F12F-F1FB-00000-00,2020-08-04,"August 4, 2020 Tuesday",193,5,U.S. Federal; Delaware,2020-08-04,US Fed News,,News,Available,282801,USFDNW2020,629 words,,629,English,43411
Delaware Gov. Carney Creates Workforce Development Program for Unemployed and Underemployed Delawareans,urn:contentItem:60HB-X4B1-JC11-1170-00000-00,2020-08-04,"August 4, 2020 Tuesday",192,6,U.S. Federal; Delaware,2020-08-04,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2020,471 words,Targeted News Service,471,English,43411
