title,docid,updated,publisheddate,relevancescore,resultnumber,jurisdiction,date,source,author,contenttype,status,contentcomponentid,vendorreportid,length,byline,wordcount,language,actualresultscount
"Regulatory update: Delaware Public Service Commission; SRECTrade, Inc. , has issued ( 17-1203 ) IN THE MATTER OF THE APPLICATION OF 1972248 - DE AS AN ELIGIBLE ENERGY RESOURCE UNDER THE DELAWARE RENEWABLE ENERGY PORTFOLIO STANDARD (FILED 12/07/2017).",urn:contentItem:5R59-WK71-J9XT-P0NS-00000-00,2017-12-11,"December 11, 2017 Monday",132,1,U.S. Federal; California; Delaware,2017-12-11,US Official News,,News,Available,400469,USOFFN2017,244 words,,244,English,31180
"Regulatory update: Delaware Public Service Commission; SRECTrade, Inc. , has issued ( 17-1203 ) IN THE MATTER OF THE APPLICATION OF 1972248 - DE AS AN ELIGIBLE ENERGY RESOURCE UNDER THE DELAWARE RENEWABLE ENERGY PORTFOLIO STANDARD (FILED 12/07/2017).",urn:contentItem:5R59-WK71-J9XT-P0NR-00000-00,2017-12-11,"December 11, 2017 Monday",132,2,U.S. Federal; California; Delaware,2017-12-11,US Official News,,News,Available,400469,USOFFN2017,244 words,,244,English,31180
"US Patent Issued to E I DU PONT DE NEMOURS and Co. on Dec. 12 for ""Blue luminescent compounds"" ( Delaware Inventor)",urn:contentItem:5R5R-27M1-JDKC-R4B8-00000-00,2017-12-12,"December 12, 2017 Tuesday",130,3,U.S. Federal; Delaware; Virginia,2017-12-12,US Fed News,,News,Available,282801,USFDNW2017,219 words,,219,English,31180
DELAWARE DEPARTMENT OF TRANSPORTATION ANNOUNCES 5 POINTS WORKING GROUP,urn:contentItem:5R5S-HD41-JDKC-R03J-00000-00,2017-12-12,"December 12, 2017 Tuesday",129,4,U.S. Federal; Delaware,2017-12-12,US States News,,News,Available,296938,USSTNW2017,325 words,,325,English,31180
U.S. Patents Awarded to Inventors in Delaware (Dec. 14),urn:contentItem:5R5V-53K1-DYG2-R1J3-00000-00,2017-12-14,"December 14, 2017 Thursday",129,5,U.S. Federal; Colorado; Delaware; New Jersey; Pennsylvania; Virginia,2017-12-14,Targeted News Service,Targeted News Service Targeted News Service,News,Available,299219,TARGET2017,1375 words,Targeted News Service Targeted News Service,1375,English,31180
"Regulatory update: Delaware Public Service Commission; Clean Energy USA , has issued ( 17-1202 ) IN THE MATTER OF THE APPLICATION OF DCS RETREAT AT LOVE CREEK SOLAR AS AN ELIGIBLE ENERGY RESOURCE UNDER THE DELAWARE RENEWABLE ENERGY PORTFOLIO STANDARD (FILED 12/7/2017).",urn:contentItem:5R59-WK71-J9XT-P0NM-00000-00,2017-12-11,"December 11, 2017 Monday",128,6,U.S. Federal; Delaware,2017-12-11,US Official News,,News,Available,400469,USOFFN2017,240 words,,240,English,31180
"US Patent Issued to E I DU PONT DE NEMOURS and Co. on Dec. 12 for ""Breathable product for protective mass transportation and cold chain applications"" ( Delaware Inventor)",urn:contentItem:5R5H-2Y11-F12F-F18V-00000-00,2017-12-12,"December 12, 2017 Tuesday",128,7,U.S. Federal; Delaware; Virginia,2017-12-12,US Fed News,,News,Available,282801,USFDNW2017,233 words,,233,English,31180
DELAWARE DEPARTMENT OF TRANSPORTATION ANNOUNCES FIVE POINTS WORKING GROUP,urn:contentItem:5R6N-PTK1-JDKC-R25J-00000-00,2017-12-12,"December 12, 2017 Tuesday",128,8,U.S. Federal; Delaware,2017-12-12,US Fed News,,News,Available,282801,USFDNW2017,402 words,,402,English,31180
"Sen. Coons discusses Delaware opioid crisis in Judiciary Committee hearing Sen. Coons: ""Just my small state of Delaware lost more than 300 people who died in drug overdoses last year."" Sen. Coons, Christopher A. - (D - DE ) News Release",urn:contentItem:5R5K-6041-JCCP-03Y8-00000-00,2017-12-12,"December 12, 2017",128,9,U.S. Federal; Delaware; Maryland,2017-12-12,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",,News,Available,468349,CO2017,818 words,,818,English,31180
"US Patent Issued to E. I. Du Pont De Nemours and Co. on Dec. 12 for ""Heat aging resistant ethylene vinyl acetate copolymer composition and process for its production"" ( Delaware Inventor)",urn:contentItem:5R5H-R5H1-F12F-F04R-00000-00,2017-12-12,"December 12, 2017 Tuesday",128,10,U.S. Federal; Delaware; Virginia,2017-12-12,US Fed News,,News,Available,282801,USFDNW2017,205 words,,205,English,31180
DE 15136 - DEADLINE APPROACHING IN DELAWARE FOR SBA WORKING CAPITAL LOANS DUE TO DROUGHT,urn:contentItem:5R65-G4K1-JCBF-S10D-00000-00,2017-12-15,"December 15, 2017 Friday",131,1,U.S. Federal; Delaware; Texas,2017-12-15,States News Service,States News Service,News,Available,8058,SNS2017,308 words,States News Service,308,English,31524
GOVERNOR CARNEY JOINS OPERATION WARM TO DELIVER WINTER COATS TO DELAWARE STUDENTS,urn:contentItem:5R96-2661-JDKC-R0JH-00000-00,2017-12-21,"December 21, 2017 Thursday",130,2,U.S. Federal; Delaware; International,2017-12-21,US Fed News,,News,Available,282801,USFDNW2017,656 words,,656,English,31524
DELAWARE DEPARTMENT OF TRANSPORTATION ANNOUNCES 5 POINTS WORKING GROUP,urn:contentItem:5R71-P2H1-F12F-F0GG-00000-00,2017-12-18,"December 18, 2017 Monday",129,3,U.S. Federal; Delaware,2017-12-18,US States News,,News,Available,296938,USSTNW2017,325 words,,325,English,31524
"US Patent Issued to E I DU PONT DE NEMOURS and Co. on Dec. 19 for ""High limiting oxygen index electrical insulation laminates"" ( Delaware Inventor)",urn:contentItem:5R6W-67P1-JDKC-R041-00000-00,2017-12-19,"December 19, 2017 Tuesday",129,4,U.S. Federal; Delaware; Virginia,2017-12-19,US Fed News,,News,Available,282801,USFDNW2017,268 words,,268,English,31524
Delaware Chief Deputy Attorney General Issues Opinion of FOIA Complaint Concerning the Delaware Department of Natural Resources,urn:contentItem:5R78-TC81-DYG2-R113-00000-00,2017-12-20,"December 20, 2017 Wednesday",128,5,U.S. Federal; Delaware,2017-12-20,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2017,1682 words,Targeted News Service,1682,English,31524
GOVERNOR CARNEY JOINS OPERATION WARM TO DELIVER WINTER COATS TO DELAWARE STUDENTS,urn:contentItem:5R7N-87B1-DYTH-G30H-00000-00,2017-12-21,"December 21, 2017 Thursday",128,6,U.S. Federal; Delaware; International,2017-12-21,States News Service,States News Service,News,Available,8058,SNS2017,624 words,States News Service,624,English,31524
DELAWARE HOLIDAY TRAVEL RESTRICTIONS,urn:contentItem:5R71-P2H1-F12F-F0GK-00000-00,2017-12-18,"December 18, 2017 Monday",128,7,U.S. Federal; Delaware,2017-12-18,US States News,,News,Available,296938,USSTNW2017,425 words,,425,English,31524
DELAWARE HONORED FOR CYBER SECURITY INNOVATION,urn:contentItem:5R65-G4K1-JCBF-S0Y8-00000-00,2017-12-15,"December 15, 2017 Friday",128,8,U.S. Federal; Delaware; Hawaii; Iowa; Michigan; Nevada; Rhode Island; Virginia,2017-12-15,States News Service,States News Service,News,Available,8058,SNS2017,526 words,States News Service,526,English,31524
Delaware Honored for Cyber Security Innovation,urn:contentItem:5R66-SY31-JC11-1413-00000-00,2017-12-15,"December 15, 2017 Friday",128,9,U.S. Federal; Delaware; Hawaii; Iowa; Michigan; Nevada; Rhode Island; Virginia,2017-12-15,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2017,534 words,Targeted News Service,534,English,31524
DELAWARE HONORED FOR CYBER SECURITY INNOVATION,urn:contentItem:5R6N-J5D1-JDKC-R1RW-00000-00,2017-12-15,"December 15, 2017 Friday",128,10,U.S. Federal; Delaware; Hawaii; Iowa; Michigan; Nevada; Rhode Island; Virginia,2017-12-15,US Fed News,,News,Available,282801,USFDNW2017,551 words,,551,English,31524
DELAWARE DEPARTMENT OF NATURAL RESOURCES AND ENVIRONMENTAL CONTROL REMINDS RESIDENTS THAT CHRISTMAS TREE RECYCLING - A DELAWARE POST-HOLIDAY TRADITION - CARRIES ON STATEWIDE FOR 2017/18,urn:contentItem:5R95-WMW1-F12F-F2BP-00000-00,2017-12-27,"December 27, 2017 Wednesday",131,1,U.S. Federal; Delaware,2017-12-27,US Fed News,,News,Available,282801,USFDNW2017,761 words,,761,English,25008
DELAWARE DEPARTMENT OF TRANSPORTATION ANNOUNCES MOBILE APP,urn:contentItem:5R83-WJK1-F12F-F3PX-00000-00,2017-12-22,"December 22, 2017 Friday",130,2,U.S. Federal; Delaware; International,2017-12-22,US States News,,News,Available,296938,USSTNW2017,283 words,,283,English,25008
U.S. Patents Awarded to Inventors in Delaware (Dec. 28),urn:contentItem:5R8T-RNC1-DYG2-R09R-00000-00,2017-12-28,"December 28, 2017 Thursday",130,3,U.S. Federal; Delaware; International; Iowa; Maryland; New York; Pennsylvania; Virginia; Wisconsin,2017-12-28,Targeted News Service,Targeted News Service Targeted News Service,News,Available,299219,TARGET2017,2108 words,Targeted News Service Targeted News Service,2108,English,25008
DELAWARE DEPARTMENT OF TRANSPORTATION ANNOUNCES MOBILE APP UPDATES,urn:contentItem:5R95-WMW1-F12F-F2BX-00000-00,2017-12-22,"December 22, 2017 Friday",130,4,U.S. Federal; Delaware; International,2017-12-22,US Fed News,,News,Available,282801,USFDNW2017,282 words,,282,English,25008
"US Patent Issued to E I DU PONT DE NEMOURS and Co. on Dec. 26 for ""System and method for irrigation"" ( Delaware Inventor)",urn:contentItem:5R8J-MD31-JDKC-R51P-00000-00,2017-12-27,"December 27, 2017 Wednesday",129,5,U.S. Federal; Delaware; Virginia,2017-12-27,US Fed News,,News,Available,282801,USFDNW2017,254 words,,254,English,25008
DEPARTMENT OF NATURAL RESOURCES AND ENVIRONMENTAL CONTROL REMINDS RESIDENTS THAT CHRISTMAS TREE RECYCLING - A DELAWARE POST-HOLIDAY TRADITION - CARRIES ON STATEWIDE FOR 2017/18,urn:contentItem:5R95-R151-JDKC-R26P-00000-00,2017-12-27,"December 27, 2017 Wednesday",128,6,U.S. Federal; Delaware,2017-12-27,US States News,,News,Available,296938,USSTNW2017,767 words,,767,English,25008
Joy MM Delaware Assigned Patent for Take-Up Mechanism for Conveyor System,urn:contentItem:5R8S-KMY1-JC11-12GV-00000-00,2017-12-28,"December 28, 2017 Thursday",128,7,U.S. Federal; Delaware; Virginia,2017-12-28,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2017,292 words,Targeted News Service,292,English,25008
Visa Inc (V) Shares Sold by Reliance Trust Co. of Delaware,urn:contentItem:5R8B-JT41-F03R-N51X-00000-00,2017-12-26,"December 26, 2017 Tuesday",128,8,U.S. Federal; Delaware,2017-12-26,Ticker Report,Shane Hupp,News,Available,484293,AMCN-126392,848 words,Shane Hupp,848,English,25008
"Strine , University Profs Showcase Delaware Law",urn:contentItem:5R9K-KDJ1-JBSN-13YP-00000-00,2017-12-28,"December 28, 2017 Thursday",127,9,U.S. Federal; Delaware,2017-12-28,The Deal Pipeline,by David Marcus,News,Available,244689,DADEAL2017,636 words,by David Marcus,636,English,25008
"US Patent Issued to E. I. du Pont de Nemours and Co. , Cold Spring Harbor Laboratory , Iowa State University Research Foundation on Dec. 26 for ""Nucleotide sequences encoding fasciated EAR4 (FEA4) and methods of use thereof"" ( Delaware , New York , Iowa Inventors)",urn:contentItem:5R8K-8T61-F12F-F471-00000-00,2017-12-27,"December 27, 2017 Wednesday",127,10,U.S. Federal; Delaware; Iowa; New York; Virginia,2017-12-27,US Fed News,,News,Available,282801,USFDNW2017,226 words,,226,English,25008
Delaware Chief Deputy Attorney General Issues Opinion of FOIA Petition Regarding the Delaware Department of Insurance,urn:contentItem:5RB8-JF21-DYG2-R2D1-00000-00,2018-01-03,"January 3, 2018 Wednesday",130,1,U.S. Federal; Delaware,2018-01-03,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2018,438 words,Targeted News Service,438,English,24783
"Regulatory update: Delaware Public Service Commission; SRECTrade, Inc. , has issued ( 18-0003 ) IN THE MATTER OF THE APPLICATION OF PRATZ, WILLIAM RESIDENCE - W PRATZ AS AN ELIGIBLE ENERGY RESOURCE UNDER THE DELAWARE RENEWABLE ENERGY PORTFOLIO STANDARD (FILED 01/02/2018).",urn:contentItem:5RBF-V9H1-J9XT-P0SP-00000-00,2018-01-04,"January 4, 2018 Thursday",129,2,U.S. Federal; California; Delaware,2018-01-04,US Official News,,News,Available,400469,USOFFN2018,258 words,,258,English,24783
"Regulatory update: Delaware Public Service Commission; SRECTrade, Inc. , has issued ( 18-0003 ) IN THE MATTER OF THE APPLICATION OF PRATZ, WILLIAM RESIDENCE - W PRATZ AS AN ELIGIBLE ENERGY RESOURCE UNDER THE DELAWARE RENEWABLE ENERGY PORTFOLIO STANDARD (FILED 01/02/2018).",urn:contentItem:5RBF-V9H1-J9XT-P0SN-00000-00,2018-01-04,"January 4, 2018 Thursday",129,3,U.S. Federal; California; Delaware,2018-01-04,US Official News,,News,Available,400469,USOFFN2018,258 words,,258,English,24783
"US Patent Issued to E I DU PONT DE NEMOURS and Co. on Jan. 2 for ""Composite laminate for a thermal and acoustic insulation blanket"" ( Delaware Inventor)",urn:contentItem:5RB8-WN21-JDKC-R064-00000-00,2018-01-04,"January 4, 2018 Thursday",129,4,U.S. Federal; Delaware; Virginia,2018-01-04,US Fed News,,News,Available,282801,USFDNW2018,213 words,,213,English,24783
"Coastal Flood Advisory Issued by NWS Philadelphia - Mount Holly ( New Jersey , Delaware , Southeastern Pennsylvania )",urn:contentItem:5RBH-F811-J9XT-P1XG-00000-00,2018-01-03,"January 3, 2018 Wednesday",128,5,U.S. Federal; Delaware; New Jersey; Pennsylvania,2018-01-03,US Official News,,News,Available,400469,USOFFN2018,463 words,,463,English,24783
Delaware Gives China Oceanwide - Genworth Update,urn:contentItem:5RB1-MNT1-JBDM-70RD-00000-00,2018-01-01,January 2018,128,6,U.S. Federal; Delaware; Virginia,2018-01-01,ThinkAdvisor,By Allison Bell,News,Available,363905,IABNWS2018,379 words,By Allison Bell,379,English,24783
"Coastal Flood Advisory Issued by NWS Philadelphia - Mount Holly ( New Jersey , Delaware , Southeastern Pennsylvania )",urn:contentItem:5RBF-V9H1-J9XT-P1SD-00000-00,2018-01-04,"January 4, 2018 Thursday",127,7,U.S. Federal; Delaware; New Jersey; Pennsylvania,2018-01-04,US Official News,,News,Available,400469,USOFFN2018,286 words,,286,English,24783
Governor declares state of emergency in southern Delaware,urn:contentItem:5RBF-2DR1-JC65-50PY-00000-00,2018-01-04,"January 4, 2018 Thursday",127,8,U.S. Federal; Delaware; New Jersey,2018-01-04,The Associated Press State & Local Wire,,News,Available,304481,APST2018,426 words,,426,English,24783
Delaware FundsSM by Macquarie Municipal Income Funds Announce Dividends,urn:contentItem:5RB1-3T21-JBG1-80NX-00000-00,2018-01-02,"January 2, 2018 Tuesday",127,9,U.S. Federal; Delaware,2018-01-02,Business Wire,,News,Available,7924,BWIRE2018,528 words,,528,English,24783
Caremark Claims Analyzed By Delaware Court Of Chancery,urn:contentItem:5R9W-RPC1-JCMN-Y27F-00000-00,2018-01-02,"January 2, 2018 Tuesday",127,10,U.S. Federal; Delaware; Oklahoma,2018-01-02,JD Supra,Fox Rothschild LLP,News,Available,484257,JSUP-5263,253 words,Fox Rothschild LLP,253,English,24783
"Regulatory update: Delaware Public Service Commission; CMI Solar & Electric , has issued ( 18-0013 ) IN THE MATTER OF APPLICATION FOR CERTIFICATION AS AN EER UNDER DE RPS- FIGUEROA",urn:contentItem:5RCS-FRR1-J9XT-P2Y7-00000-00,2018-01-10,"January 10, 2018 Wednesday",131,1,U.S. Federal; Delaware,2018-01-10,US Official News,,News,Available,400469,USOFFN2018,201 words,,201,English,28743
"Gov. Carney, Delaware delegation respond to bill that would hurt U.S. economy, change bankruptcy venue laws Sen. Coons, Christopher A. - (D - DE ) News Release",urn:contentItem:5RCB-D0F1-JCCP-04D9-00000-00,2018-01-08,"January 8, 2018",130,2,U.S. Federal; Delaware; Massachusetts; Texas,2018-01-08,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",,News,Available,468349,CO2018,524 words,,524,English,28743
DELAWARE ANIMAL RESPONSE SEEKING VOLUNTEERS TO HELP ANIMALS DURING DISASTERS; VOLUNTEER ORIENTATIONS SET FOR JANUARY,urn:contentItem:5RCK-6PH1-DYTH-G36Y-00000-00,2018-01-09,"January 9, 2018 Tuesday",130,3,U.S. Federal; Delaware,2018-01-09,States News Service,States News Service,News,Available,8058,SNS2018,562 words,States News Service,562,English,28743
"Delaware Senators voice opposition to President Trump's decision to reopen offshore drilling leases Sen. Coons, Christopher A. - (D - DE ) News Release",urn:contentItem:5RCJ-C5C1-JCCP-01S4-00000-00,2018-01-09,"January 9, 2018",130,4,U.S. Federal; California; Connecticut; Delaware; Florida; Illinois; Maryland; Massachusetts; Michigan; Minnesota; Nevada; New Hampshire; New Jersey; New York; Ohio; Pennsylvania; Rhode Island; Vermont; Virginia; Washington; Wisconsin,2018-01-09,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",,News,Available,468349,CO2018,404 words,,404,English,28743
"Regulatory update: Delaware Public Service Commission; Other/Owner Install , has issued ( 18-9002 ) IN THE MATTER OF THE APPLICATION FOR SUNNY TIGER TO CHANGE OWNERSHIP UNDER THE DELAWARE RENEWABLE ENERGY PORTFOLIO STANDARD (DECEMBER 28, 2017)",urn:contentItem:5RCH-0YG1-DXCW-D42H-00000-00,2018-01-09,"January 9, 2018 Tuesday",130,5,U.S. Federal; Delaware,2018-01-09,US Official News,,News,Available,400469,USOFFN2018,205 words,,205,English,28743
"US Patent Issued to E I DU PONT DE NEMOURS and Co. on Jan. 9 for ""Hydrolysis resistant compositions"" ( Delaware Inventor)",urn:contentItem:5RCK-CBV1-F12F-F0V9-00000-00,2018-01-10,"January 10, 2018 Wednesday",130,6,U.S. Federal; Delaware; Virginia,2018-01-10,US Fed News,,News,Available,282801,USFDNW2018,255 words,,255,English,28743
"Regulatory update: Delaware Public Service Commission; KW Solar Solutions , has issued ( 18-9001 ) IN THE MATTER OF KUMAR RESIDENCE FOR CERTIFICATION AS AN ELIGIBLE ENERGY RESOURCE UNDER THE DELAWARE RENEWABLE ENERGY PORTFOLIO STANDARD ( FILED DECEMBER 19, 2017)",urn:contentItem:5RCH-0YG1-DXCW-D42F-00000-00,2018-01-09,"January 9, 2018 Tuesday",130,7,U.S. Federal; Delaware,2018-01-09,US Official News,,News,Available,400469,USOFFN2018,206 words,,206,English,28743
"Regulatory update: Delaware Public Service Commission; SRECTrade, Inc. , has issued ( 18-0005 ) IN THE MATTER OF THE APPLICATION OF SIMMS, ROLAND RESIDENCE - R SIMMS AS AN ELIGIBLE ENERGY RESOURCE UNDER THE DELAWARE RENEWABLE ENERGY PORTFOLIO STANDARD (FILED 01/04/2018).",urn:contentItem:5RBN-43R1-J9XT-P3R3-00000-00,2018-01-05,"January 5, 2018 Friday",129,8,U.S. Federal; California; Delaware,2018-01-05,US Official News,,News,Available,400469,USOFFN2018,259 words,,259,English,28743
"Regulatory update: Delaware Public Service Commission; SRECTrade, Inc. , has issued ( 18-0005 ) IN THE MATTER OF THE APPLICATION OF SIMMS, ROLAND RESIDENCE - R SIMMS AS AN ELIGIBLE ENERGY RESOURCE UNDER THE DELAWARE RENEWABLE ENERGY PORTFOLIO STANDARD (FILED 01/04/2018).",urn:contentItem:5RBN-43R1-J9XT-P3R2-00000-00,2018-01-05,"January 5, 2018 Friday",129,9,U.S. Federal; California; Delaware,2018-01-05,US Official News,,News,Available,400469,USOFFN2018,259 words,,259,English,28743
"Regulatory update: Delaware Public Service Commission; U.S. PHOTOVOLTAICS, INC. , has issued ( 18-0015 ) IN THE MATTER OF THE APPLICATION OF CASULA SOLAR AS AN ELIGIBLE ENERGY RESOURCE UNDER THE DELAWARE RENEWABLE ENERGY PORTFOLIO STANDARD (FILED JANUARY 9, 2018)",urn:contentItem:5RCS-FRR1-J9XT-P2Y4-00000-00,2018-01-10,"January 10, 2018 Wednesday",129,10,U.S. Federal; Delaware; Maryland,2018-01-10,US Official News,,News,Available,400469,USOFFN2018,212 words,,212,English,28743
Delaware Thoroughbred Racing Commission Names Chief State Steward,urn:contentItem:5RFG-0241-JC11-1397-00000-00,2018-01-18,"January 18, 2018 Thursday",130,1,U.S. Federal; Delaware; Florida; Illinois; Kentucky; Minnesota; New Jersey,2018-01-18,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2018,254 words,Targeted News Service,254,English,29439
"US Patent Issued to EI DU PONT DE NEMOURS and Co. on Jan. 16 for ""Electroactive materials"" ( Delaware Inventor)",urn:contentItem:5RF3-NCN1-JDKC-R46C-00000-00,2018-01-17,"January 17, 2018 Wednesday",130,2,U.S. Federal; Delaware; Virginia,2018-01-17,US Fed News,,News,Available,282801,USFDNW2018,207 words,,207,English,29439
U.S. Patents Awarded to Inventors in Delaware (Jan. 17),urn:contentItem:5RF3-59K1-JC11-10MS-00000-00,2018-01-17,"January 17, 2018 Wednesday",130,3,U.S. Federal; Delaware; Pennsylvania; Virginia,2018-01-17,Targeted News Service,Targeted News Service Targeted News Service,News,Available,299219,TARGET2018,241 words,Targeted News Service Targeted News Service,241,English,29439
Groups sue Delaware over alleged school funding inequities,urn:contentItem:5RF2-NDX1-DY2V-D53V-00000-00,2018-01-17,"January 17, 2018",130,4,U.S. Federal; Delaware,2018-01-17,American School & University (AS&U),Mike Kennedy,News,Available,261374,AMSCUN2018,377 words,Mike Kennedy,377,English,29439
Delaware Division of the Arts Announces 2018 Individual Artist Fellowship Awardees,urn:contentItem:5RF8-0WP1-DYG2-R49W-00000-00,2018-01-17,"January 17, 2018 Wednesday",130,5,U.S. Federal; Delaware,2018-01-17,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2018,531 words,Targeted News Service,531,English,29439
Fifer Orchards Honored for Service to Delaware Agriculture,urn:contentItem:5RD6-02B1-DYG2-R26F-00000-00,2018-01-12,"January 12, 2018 Friday",129,6,U.S. Federal; Delaware; Wyoming,2018-01-12,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2018,683 words,Targeted News Service,683,English,29439
Delaware County Man Sentenced To 90 Years In Federal Prison,urn:contentItem:5RDY-W3P1-JCCP-007K-00000-00,2018-01-16,"January 16, 2018",129,7,U.S. Federal; Pennsylvania,2018-01-16,Government Publications & Documents,,News,Available,247474,GOVPUB2018,315 words,,315,English,29439
Joy M.M. Delaware Assigned Patent for Brake System,urn:contentItem:5RF1-VN91-DYG2-R190-00000-00,2018-01-17,"January 17, 2018 Wednesday",129,8,U.S. Federal; Delaware; Virginia,2018-01-17,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2018,302 words,Targeted News Service,302,English,29439
Delaware Chief Deputy Attorney General Issues Opinion of FOIA Petition Concerning the Delaware Department of Natural Resources,urn:contentItem:5RD6-02B1-DYG2-R268-00000-00,2018-01-12,"January 12, 2018 Friday",129,9,U.S. Federal; Delaware,2018-01-12,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2018,1008 words,Targeted News Service,1008,English,29439
Delaware County Man Sentenced To 90 Years In Federal Prison,urn:contentItem:5RF6-G4S1-J9XT-P2KH-00000-00,2018-01-17,"January 17, 2018 Wednesday",129,10,U.S. Federal; Pennsylvania,2018-01-17,US Official News,,News,Available,400469,USOFFN2018,325 words,,325,English,29439
Blunt Rochester Outlines the Federal Government Shutdown for Delaware Constituents Rep. Lisa Blunt Rochester (D- DE ) News Release,urn:contentItem:5RGB-0HG1-JCCP-01BF-00000-00,2018-01-20,"January 20, 2018",131,1,U.S. Federal; Delaware; Dist. of Columbia,2018-01-20,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",,News,Available,468349,CO2018,551 words,,551,English,35196
DELAWARE DEPARTMENT OF INSURANCE OPENS SUSSEX COUNTY LOCATION,urn:contentItem:5RGJ-T5V1-DYTH-G1HW-00000-00,2018-01-23,"January 23, 2018 Tuesday",130,2,U.S. Federal; Delaware,2018-01-23,States News Service,States News Service,News,Available,8058,SNS2018,318 words,States News Service,318,English,35196
"Sen. Coons' op-ed in The News Journal: 'Bankruptcy legislation could devastate Delaware ' Sen. Coons, Christopher A. - (D - DE ) News Release",urn:contentItem:5RGY-X3V1-DYVR-P115-00000-00,2018-01-25,"January 25, 2018",130,3,U.S. Federal; Delaware; Dist. of Columbia; Massachusetts; Texas,2018-01-25,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",,News,Available,468349,CO2018,347 words,,347,English,35196
DELAWARE APPROVED FOR VETERAN LICENSING REIMBURSEMENT PROGRAM,urn:contentItem:5RGJ-T5V1-DYTH-G1HV-00000-00,2018-01-23,"January 23, 2018 Tuesday",130,4,U.S. Federal; Delaware,2018-01-23,States News Service,States News Service,News,Available,8058,SNS2018,362 words,States News Service,362,English,35196
URBAN FORESTRY GRANT WORKSHOP AT DELAWARE DEPARTMENT OF AGRICULTURE ON FEB. 13,urn:contentItem:5RGJ-9C41-F12F-F348-00000-00,2018-01-23,"January 23, 2018 Tuesday",130,5,U.S. Federal; Delaware,2018-01-23,US States News,,News,Available,296938,USSTNW2018,358 words,,358,English,35196
Washington: REVISING THE BOUNDARIES OF CERTAIN JOHN H. CHAFEE COASTAL BARRIER RESOURCES SYSTEM UNITS IN DELAWARE,urn:contentItem:5RGR-73J1-DXCW-D4Y9-00000-00,2018-01-24,"January 24, 2018 Wednesday",129,6,U.S. Federal; Delaware,2018-01-24,US Official News,,News,Available,400469,USOFFN2018,316 words,,316,English,35196
"DNREC, DDA Propose New Regulations for Firearms Possession Within Delaware State Parks, Wildlife Areas, and State Forests",urn:contentItem:5RFN-XWW1-JC11-13XP-00000-00,2018-01-19,"January 19, 2018 Friday",129,7,U.S. Federal; Delaware,2018-01-19,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2018,569 words,Targeted News Service,569,English,35196
BLUNT ROCHESTER OUTLINES THE FEDERAL GOVERNMENT SHUTDOWN FOR DELAWARE CONSTITUENTS,urn:contentItem:5RG1-SDT1-DYTH-G1N7-00000-00,2018-01-20,"January 20, 2018 Saturday",129,8,U.S. Federal; Delaware; Dist. of Columbia,2018-01-20,States News Service,States News Service,News,Available,8058,SNS2018,539 words,States News Service,539,English,35196
"Regulatory update: Delaware Public Service Commission; Muirfield Energy, Inc. , has issued ( 18-0059 ) IN THE MATTER OF MUIRFIELD ENERGY, INC",urn:contentItem:5RGY-3X51-DXCW-D4T6-00000-00,2018-01-25,"January 25, 2018 Thursday",129,9,U.S. Federal; Delaware; Ohio,2018-01-25,US Official News,,News,Available,400469,USOFFN2018,204 words,,204,English,35196
Joy MM Delaware Assigned Patent for Drive Isolation Systems,urn:contentItem:5RGH-TNT1-DYG2-R00M-00000-00,2018-01-24,"January 24, 2018 Wednesday",129,10,U.S. Federal; Delaware; Virginia,2018-01-24,Targeted News Service,Targeted News Service,News,Available,299219,TARGET2018,285 words,Targeted News Service,285,English,35196
U.S. Patents Awarded to Inventors in Delaware (Jan. 31),urn:contentItem:5RJ2-RYW1-JC11-11G8-00000-00,2018-01-31,"January 31, 2018 Wednesday",130,1,U.S. Federal; Arizona; California; Colorado; Connecticut; Delaware; Hawaii; Indiana; Iowa; Maryland; New Jersey; Pennsylvania; Virginia,2018-01-31,Targeted News Service,Targeted News Service Targeted News Service,News,Available,299219,TARGET2018,2415 words,Targeted News Service Targeted News Service,2415,English,40926
